MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-12-1,35,20,4,30,21,3,96,86,75,30.57,30.37,30.04,10,4,0,26,12,31,0.20,7,Fog-Snow,11
2011-12-2,31,17,3,24,14,4,100,82,63,30.37,30.02,29.79,10,7,3,21,5,26,T,2,,322
2011-12-3,27,16,4,25,16,1,92,83,73,30.21,30.09,29.95,10,4,0,28,12,32,0.07,7,Fog-Snow,338
2011-12-4,27,18,9,13,8,2,80,63,46,30.51,30.27,30.12,10,7,0,24,9,26,0.02,6,Fog-Snow,351
2011-12-5,9,3,-4,0,-3,-7,87,77,66,30.58,30.50,30.21,10,10,10,12,5,14,0.00,4,,97
2011-12-6,30,13,-5,11,1,-8,79,54,28,30.40,30.24,30.12,10,10,10,16,10,20,0.00,1,,197
2011-12-7,37,27,17,21,15,9,77,62,47,30.24,30.14,30.04,10,10,10,18,12,22,0.00,1,,173
2011-12-8,35,22,9,19,15,9,88,73,58,30.22,30.14,30.04,10,10,9,15,7,16,0.00,3,,229
2011-12-9,34,21,7,20,14,8,92,74,56,30.42,30.27,30.12,10,3,0,16,8,20,0.00,3,Fog,239
2011-12-10,39,27,15,25,17,10,88,71,54,30.46,30.30,30.10,10,9,4,16,9,17,0.00,0,,187
2011-12-11,44,31,18,21,14,9,68,52,36,30.07,29.97,29.87,10,10,10,13,6,14,0.00,1,,204
2011-12-12,36,25,13,21,15,8,84,63,42,30.14,30.06,29.94,10,10,8,12,5,13,0.00,5,,251
2011-12-13,32,25,17,23,17,12,84,74,63,30.06,29.98,29.85,10,8,6,10,6,10,0.00,3,,257
2011-12-14,47,35,23,26,20,15,81,55,28,30.12,29.91,29.80,10,9,6,15,8,18,0.00,6,,214
2011-12-15,42,30,18,23,18,12,80,62,44,30.27,30.19,30.12,10,10,10,18,9,23,0.00,1,,186
2011-12-16,35,27,19,19,16,12,77,64,51,30.43,30.35,30.18,10,10,10,14,8,17,0.00,1,,182
2011-12-17,40,29,18,20,16,10,71,54,37,30.45,30.35,30.21,10,10,10,10,5,12,0.00,1,,225
2011-12-18,58,42,25,23,16,10,68,43,18,30.17,29.96,29.83,10,10,10,14,6,16,0.00,1,,233
2011-12-19,35,30,24,25,21,14,92,70,47,30.26,30.14,29.90,10,6,0,21,9,25,0.01,7,Snow,3
2011-12-20,40,30,19,27,20,15,84,69,54,30.20,29.95,29.76,10,10,10,17,7,21,0.00,2,,196
2011-12-21,40,30,20,28,24,13,92,71,50,30.03,29.86,29.71,10,5,0,20,10,23,0.28,6,Fog-Snow,96
2011-12-22,27,15,3,25,16,0,92,84,76,30.47,30.28,30.02,10,3,0,25,11,29,0.20,7,Snow,25
2011-12-23,34,22,9,14,7,2,83,61,39,30.48,30.41,30.28,10,10,10,22,15,25,0.00,0,,215
2011-12-24,37,24,11,17,10,1,61,49,36,30.57,30.45,30.38,10,10,10,31,10,0,0.00,1,,212
2011-12-25,35,27,19,23,12,5,63,49,35,30.61,30.41,30.10,10,10,10,17,11,21,0.00,1,,198
2011-12-26,43,31,18,22,14,9,62,53,44,30.26,30.08,29.96,10,10,10,20,10,22,0.00,3,,171
2011-12-27,46,31,15,19,12,7,67,50,32,30.19,30.10,29.98,10,10,10,20,9,24,0.00,3,,231
2011-12-28,51,39,26,26,18,9,50,40,30,30.07,29.97,29.87,10,10,10,30,13,37,0.00,4,,250
2011-12-29,56,45,34,31,23,13,59,42,24,29.94,29.77,29.59,10,10,10,37,15,47,0.00,4,,285
2011-12-30,57,44,31,29,20,10,59,43,27,29.96,29.81,29.64,10,10,10,16,9,21,0.00,4,,200
2011-12-31,54,37,20,25,12,3,67,42,16,30.35,29.89,29.47,10,10,9,45,20,59,T,2,,277
