MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2013-1-1,27,19,11,17,14,11,92,77,62,30.55,30.45,30.29,9,7,4,10,4,12,T,6,Snow,163
2013-1-2,24,17,10,13,10,6,88,74,59,30.61,30.54,30.41,9,6,4,12,7,15,T,5,Snow,115
2013-1-3,22,15,7,11,7,4,91,77,62,30.65,30.60,30.44,10,8,5,12,6,13,0.01,3,Snow,141
2013-1-4,20,14,7,11,7,3,91,79,67,30.63,30.56,30.38,9,6,3,12,5,13,T,3,Snow,134
2013-1-5,20,13,6,11,6,2,88,78,67,30.69,30.59,30.47,8,5,2,9,5,13,0.00,1,,116
2013-1-6,20,12,4,13,8,3,92,80,67,30.45,30.32,30.14,5,3,2,10,3,11,0.00,5,,333
2013-1-7,24,16,8,17,12,6,92,82,71,30.40,30.30,30.17,5,3,2,18,4,22,T,6,Snow,19
2013-1-8,32,28,23,25,21,17,85,77,69,30.46,30.37,30.29,6,4,3,8,4,10,0.00,8,,334
2013-1-9,39,28,17,25,21,17,92,76,59,30.48,30.21,29.85,10,6,2,13,4,15,0.00,3,,1
2013-1-10,49,36,23,29,25,21,100,71,41,29.72,29.60,29.52,10,4,0,33,20,42,0.42,7,Fog-Snow,303
2013-1-11,24,21,17,21,17,12,96,81,65,30.06,29.85,29.64,10,4,1,21,9,23,0.09,8,Snow,256
2013-1-12,20,11,2,17,9,-3,92,76,59,30.27,30.11,29.97,10,6,1,14,6,16,0.07,7,Snow,324
2013-1-13,14,7,0,7,2,-2,91,79,66,30.42,30.33,30.21,10,9,7,12,4,13,T,4,,353
2013-1-14,15,7,-2,5,1,-6,95,81,67,30.59,30.49,30.31,10,9,6,13,5,14,T,5,Snow,121
2013-1-15,21,16,11,10,6,3,74,65,56,30.77,30.68,30.42,10,10,9,12,6,14,T,7,Snow,153
2013-1-16,27,20,12,16,12,10,96,79,62,30.80,30.75,30.63,10,9,6,12,4,13,0.00,6,,120
2013-1-17,23,13,2,15,8,-3,92,82,71,30.83,30.72,30.54,6,4,1,10,4,11,T,4,Snow,318
2013-1-18,22,12,2,15,9,1,96,82,68,30.72,30.63,30.50,3,2,0,9,4,10,T,4,Fog-Snow,326
2013-1-19,21,13,4,14,8,1,92,80,68,30.76,30.61,30.50,4,2,1,9,4,11,T,4,Snow,354
2013-1-20,20,13,6,14,8,3,92,80,67,30.72,30.60,30.48,6,2,1,10,3,11,T,5,Snow,336
2013-1-21,20,12,3,12,7,-1,92,80,67,30.72,30.64,30.46,9,4,0,10,4,10,T,2,Snow,343
2013-1-22,21,12,3,12,5,0,92,80,67,30.66,30.56,30.38,7,4,0,9,4,10,T,3,Snow,350
2013-1-23,20,12,4,13,9,2,92,83,73,30.56,30.45,30.28,7,4,1,10,4,12,T,5,Snow,343
2013-1-24,30,23,15,27,23,13,92,88,84,30.43,30.36,30.26,5,3,1,13,3,14,0.09,8,Rain-Snow,301
2013-1-25,36,31,25,31,28,24,92,87,82,30.39,30.28,30.17,3,2,0,12,4,13,0.00,7,,304
2013-1-26,34,33,31,32,31,30,100,95,89,30.14,29.96,29.86,4,1,0,14,5,15,0.00,8,Fog,227
2013-1-27,38,33,28,33,29,26,100,91,82,29.94,29.83,29.72,10,2,0,23,8,27,0.58,7,Fog-Rain-Snow,319
2013-1-28,32,27,21,25,20,16,96,77,58,30.06,30.00,29.90,10,9,2,13,4,15,0.03,7,Snow,317
2013-1-29,30,27,23,27,22,16,100,82,63,30.26,30.04,29.87,10,5,1,20,8,25,0.10,8,Snow,168
2013-1-30,35,30,24,29,27,23,92,84,75,30.29,30.25,30.18,10,6,1,17,9,21,0.13,7,Snow,143
2013-1-31,44,39,33,31,29,27,89,69,49,30.38,30.31,30.25,10,10,10,13,4,16,0.00,6,,129
