HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-12-1,83,75,67,65,64,62,93,72,51,29.94,29.89,29.81,10,10,10,17,6,22,0.01,2,,45
2009-12-2,83,75,66,65,64,62,87,69,51,29.92,29.86,29.81,10,10,10,10,5,17,0.00,2,,320
2009-12-3,81,74,66,72,67,61,93,78,62,29.84,29.79,29.74,10,9,5,18,5,24,0.72,4,Rain-Thunderstorm,200
2009-12-4,82,75,67,67,62,56,90,65,40,29.96,29.87,29.78,10,10,10,20,7,25,0.00,2,,355
2009-12-5,80,73,65,66,64,60,81,70,58,29.96,29.93,29.86,10,10,10,14,5,18,0.00,1,,209
2009-12-6,83,75,67,67,65,63,84,68,51,29.97,29.93,29.86,10,10,10,18,6,22,0.00,2,,294
2009-12-7,81,74,67,66,62,59,90,72,54,30.03,29.98,29.92,10,10,10,14,7,20,0.00,3,,351
2009-12-8,82,72,62,62,59,57,78,62,45,30.04,30.00,29.94,10,10,2,13,6,15,0.00,1,,320
2009-12-9,79,71,62,64,61,59,90,72,54,30.04,29.99,29.92,10,10,10,13,5,15,0.00,1,,303
2009-12-10,83,75,66,64,62,61,87,69,51,30.02,29.97,29.90,10,10,10,15,6,21,0.00,1,,16
2009-12-11,84,77,69,66,64,62,84,68,51,30.03,29.97,29.92,10,10,10,18,7,21,0.00,2,,65
2009-12-12,82,74,66,66,64,62,87,71,54,30.03,29.97,29.93,10,10,10,12,4,17,0.00,1,,318
2009-12-13,81,73,65,68,64,61,87,71,54,30.00,29.97,29.91,10,10,10,12,4,14,0.00,1,,285
2009-12-14,81,74,67,66,64,63,87,73,58,30.00,29.96,29.90,10,10,10,12,4,15,0.00,2,,305
2009-12-15,80,74,68,66,64,61,84,69,54,29.98,29.94,29.89,10,10,10,12,5,16,0.00,2,,198
2009-12-16,81,75,68,66,64,62,84,71,58,29.99,29.95,29.90,10,8,6,12,4,15,0.00,2,,238
2009-12-17,84,76,67,69,64,60,84,68,51,30.02,29.97,29.89,10,9,6,18,7,24,0.00,3,,308
2009-12-18,80,72,64,62,58,56,76,61,45,30.09,30.04,29.99,10,10,10,20,9,26,0.00,2,,8
2009-12-19,80,73,65,60,59,56,73,63,52,30.08,30.04,30.00,10,10,10,21,8,25,0.00,2,,3
2009-12-20,81,74,67,62,61,59,78,65,51,30.06,30.01,29.95,10,10,10,22,9,29,0.00,2,,17
2009-12-21,81,73,65,65,63,62,87,71,54,30.04,29.99,29.93,10,10,10,13,5,16,0.00,2,,295
2009-12-22,82,75,67,63,61,58,81,63,45,30.03,29.97,29.91,10,10,10,17,7,23,0.00,1,,359
2009-12-23,80,73,66,65,63,61,87,73,58,30.01,29.96,29.90,10,10,10,12,4,15,0.00,1,,306
2009-12-24,79,71,63,68,63,58,90,72,54,30.05,29.99,29.95,10,10,7,12,3,14,0.01,3,,313
2009-12-25,78,74,70,68,66,63,90,79,67,30.06,30.02,29.95,10,10,6,12,5,15,T,5,Rain,42
2009-12-26,80,74,67,64,62,60,81,68,54,30.09,30.03,29.97,10,10,10,16,6,20,0.00,1,,58
2009-12-27,84,74,64,63,60,58,87,65,43,30.11,30.05,29.98,10,10,9,10,4,16,0.00,1,,322
2009-12-28,82,76,69,67,63,61,78,65,51,30.08,30.01,29.93,10,10,10,16,6,21,0.00,3,,67
2009-12-29,82,77,72,70,66,62,79,67,55,29.98,29.94,29.87,10,10,9,13,5,18,T,6,Rain,173
2009-12-30,81,78,75,69,68,67,79,73,67,30.00,29.96,29.91,10,10,10,13,6,17,T,5,,196
2009-12-31,83,77,70,69,67,64,84,71,58,30.00,29.95,29.89,10,10,4,23,8,26,0.01,4,Rain,241
