CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-1-1,30,18,6,19,10,-3,68,62,56,30.01,29.76,29.65,10,10,3,31,12,43,T,6,Snow,223
2009-1-2,13,7,0,2,-2,-7,79,69,58,30.04,29.98,29.83,10,10,10,17,7,22,0.00,4,,320
2009-1-3,25,19,12,22,15,1,88,70,51,30.00,29.90,29.82,10,5,2,25,12,33,0.15,8,Rain-Snow,22
2009-1-4,21,10,-1,16,-3,-10,84,73,62,30.36,30.24,29.96,10,10,8,21,10,28,T,2,,273
2009-1-5,25,11,-4,13,3,-9,87,70,52,30.29,29.98,29.75,10,10,10,13,6,17,0.00,2,,154
2009-1-6,25,18,11,13,9,4,80,68,55,29.73,29.56,29.45,10,10,8,13,6,16,0.00,5,,163
2009-1-7,14,9,3,8,1,-3,80,72,63,29.79,29.53,29.44,10,7,1,18,10,23,0.01,5,Snow,291
2009-1-8,12,5,-2,1,-3,-7,87,73,58,30.03,29.96,29.81,10,10,10,12,5,15,0.00,3,,253
2009-1-9,18,15,11,7,5,2,76,65,54,30.34,30.08,29.90,10,8,2,15,10,21,0.03,8,Snow,57
2009-1-10,16,9,1,5,0,-2,87,69,51,30.37,30.27,30.12,10,10,10,10,5,24,0.00,3,,246
2009-1-11,17,11,4,9,6,1,91,76,61,30.17,30.09,30.02,10,6,1,13,5,17,0.04,6,Snow,282
2009-1-12,14,6,-2,9,4,-12,87,73,59,30.34,30.08,29.97,10,4,0,25,11,31,0.23,7,Fog-Snow,22
2009-1-13,-2,-10,-18,-9,-15,-23,82,68,53,30.41,30.23,30.08,10,7,1,21,7,24,0.02,5,Snow,51
2009-1-14,-3,-9,-16,-9,-15,-24,79,65,50,30.68,30.37,30.09,10,7,2,20,12,23,0.01,4,Snow,345
2009-1-15,-6,-13,-21,-18,-22,-27,77,65,53,30.81,30.77,30.69,10,10,10,15,7,20,0.00,0,,264
2009-1-16,8,-7,-22,4,-10,-27,83,70,56,30.72,30.37,29.96,10,8,2,16,8,21,T,5,Snow,153
2009-1-17,21,15,8,16,9,3,87,77,67,29.94,29.81,29.68,10,8,2,28,12,37,T,7,Snow,301
2009-1-18,27,19,11,19,11,4,88,78,67,30.09,29.88,29.76,10,6,1,18,7,25,0.05,7,Snow,352
2009-1-19,21,13,4,12,8,3,91,79,67,30.19,30.05,29.91,10,10,8,16,7,26,T,6,Snow,319
2009-1-20,20,14,8,15,9,6,88,75,62,30.27,30.14,29.92,10,10,6,15,6,20,0.00,5,,265
2009-1-21,27,22,16,18,15,12,92,78,63,29.96,29.89,29.84,10,7,3,12,4,14,T,5,Snow,248
2009-1-22,28,19,9,18,13,8,96,82,68,29.87,29.83,29.79,6,5,2,8,2,14,0.00,3,Fog,161
2009-1-23,21,8,-6,15,3,-15,88,73,57,30.62,30.24,29.85,10,9,4,25,15,35,T,5,Snow,302
2009-1-24,2,-5,-12,-11,-14,-17,78,66,53,30.65,30.55,30.45,10,10,9,16,9,20,0.00,2,,264
2009-1-25,8,1,-7,-9,-12,-15,71,58,45,30.48,30.45,30.41,10,10,10,15,7,17,0.00,4,,259
2009-1-26,6,0,-7,-7,-11,-14,75,65,54,30.56,30.53,30.47,10,10,10,13,5,16,0.00,4,,259
2009-1-27,10,3,-5,-3,-8,-12,79,65,50,30.56,30.38,30.12,10,10,9,10,4,12,0.00,4,,218
2009-1-28,16,6,-4,11,3,-8,92,75,58,30.09,29.84,29.71,10,6,2,13,5,17,0.03,6,Snow,177
2009-1-29,20,11,1,16,5,-6,80,69,58,30.10,29.94,29.76,10,9,4,20,12,25,T,5,Snow,301
2009-1-30,22,9,-5,18,0,-10,84,70,55,30.19,30.10,29.92,10,10,8,10,5,15,0.00,4,,223
2009-1-31,46,34,22,26,23,18,88,69,49,29.90,29.64,29.45,10,9,7,28,11,37,0.00,3,,231
