EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-12-1,45,35,24,29,26,21,92,73,53,30.35,30.29,30.21,10,10,10,13,4,15,0.00,4,,197
2011-12-2,47,38,29,34,32,26,96,78,60,30.48,30.40,30.29,10,8,5,13,7,15,0.00,5,,78
2011-12-3,54,45,35,40,35,32,96,75,54,30.43,30.30,30.13,10,10,4,16,9,21,T,6,,145
2011-12-4,56,49,42,48,44,30,100,71,41,30.19,30.12,30.05,10,8,3,25,14,32,0.57,8,Rain,199
2011-12-5,42,39,36,39,37,32,100,93,85,30.20,30.15,30.09,10,6,2,25,12,30,0.79,8,Rain,12
2011-12-6,36,35,33,32,29,26,89,82,75,30.21,30.15,30.10,10,10,6,20,12,25,T,8,,18
2011-12-7,38,32,26,28,25,22,84,74,64,30.16,30.08,30.02,10,10,9,20,8,26,0.00,5,,304
2011-12-8,42,33,23,27,23,19,88,70,51,30.29,30.23,30.17,10,10,10,18,7,22,0.00,4,,220
2011-12-9,37,30,23,31,26,15,89,79,68,30.45,30.28,30.19,10,9,3,14,7,18,T,7,Snow,289
2011-12-10,31,23,15,12,9,6,80,58,36,30.59,30.53,30.46,10,10,10,15,6,18,0.00,0,,259
2011-12-11,40,30,19,20,16,11,84,61,37,30.58,30.51,30.43,10,10,10,9,6,13,0.00,0,,159
2011-12-12,46,35,24,28,21,15,74,56,37,30.48,30.44,30.39,10,10,8,8,3,10,0.00,2,,146
2011-12-13,45,40,34,43,36,28,89,80,70,30.47,30.39,30.29,10,7,1,10,5,14,0.02,8,Rain,172
2011-12-14,58,51,44,54,47,43,100,90,80,30.30,30.12,29.87,10,3,0,24,12,31,0.90,8,Rain,165
2011-12-15,62,48,34,56,47,25,93,79,64,30.25,29.91,29.78,10,8,2,35,21,48,0.69,8,Rain,243
2011-12-16,37,33,28,27,25,24,85,77,69,30.39,30.31,30.24,10,10,9,14,5,17,0.00,7,,305
2011-12-17,36,30,24,29,26,23,92,78,64,30.35,30.28,30.21,10,9,6,13,5,15,T,7,Snow,236
2011-12-18,48,37,26,34,29,24,92,73,53,30.30,30.21,30.08,10,8,4,14,8,20,0.00,2,,216
2011-12-19,50,44,38,44,38,32,100,81,61,30.12,30.06,30.02,10,9,3,21,11,28,0.11,8,Rain,219
2011-12-20,47,44,41,47,43,39,100,93,86,30.12,29.99,29.79,7,2,0,13,8,16,0.31,8,Rain,99
2011-12-21,53,48,42,52,47,39,100,90,80,29.99,29.76,29.64,10,6,0,22,9,28,0.99,7,Fog-Rain,245
2011-12-22,46,43,40,40,39,36,93,85,76,30.13,30.06,29.99,10,8,6,14,4,17,0.02,8,Rain,310
2011-12-23,41,36,31,36,29,24,85,70,54,30.36,30.25,30.12,10,9,5,18,8,22,0.00,7,,317
2011-12-24,42,34,26,29,26,24,92,73,53,30.41,30.35,30.30,10,10,7,18,9,23,0.00,1,,214
2011-12-25,49,39,28,31,28,25,85,66,46,30.35,30.24,30.13,10,10,10,28,12,33,0.00,1,,256
2011-12-26,46,36,25,31,27,24,92,73,53,30.39,30.24,29.97,10,10,10,16,6,21,0.00,4,,179
2011-12-27,38,36,33,34,32,28,96,83,70,29.93,29.71,29.54,10,4,0,21,10,26,0.53,8,Rain-Snow,283
2011-12-28,35,30,25,28,25,23,85,75,64,30.09,30.03,29.94,10,10,10,18,7,23,0.00,5,,249
2011-12-29,51,42,33,37,33,28,82,67,52,29.94,29.77,29.64,10,10,10,28,13,36,T,5,,207
2011-12-30,49,44,39,46,41,36,93,82,71,29.76,29.64,29.49,10,8,2,29,16,37,0.17,8,Rain,207
2011-12-31,40,39,37,38,36,35,92,89,85,30.08,29.96,29.76,10,7,2,21,11,25,T,6,Rain,222
