HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2009-1-1,81,75,69,69,67,64,97,80,62,29.99,29.93,29.89,10,9,4,15,6,20,0.48,3,Rain-Thunderstorm,85
2009-1-2,79,75,71,70,67,62,90,77,64,30.05,29.99,29.94,10,9,2,20,9,24,0.22,5,Rain,60
2009-1-3,79,76,72,66,63,61,74,67,60,30.08,30.04,30.00,10,10,10,25,15,31,0.00,3,,70
2009-1-4,80,75,70,65,63,62,84,69,54,30.13,30.06,30.01,10,10,10,24,13,29,0.00,2,,64
2009-1-5,80,74,67,65,63,61,84,70,56,30.14,30.09,30.04,10,10,10,18,7,22,0.00,2,,48
2009-1-6,79,72,64,66,64,62,93,78,62,30.15,30.10,30.06,10,10,10,14,5,16,0.00,3,,22
2009-1-7,81,76,70,67,64,61,79,69,58,30.12,30.07,30.01,10,10,10,18,11,23,T,2,Rain,59
2009-1-8,80,75,69,65,63,60,79,67,54,30.05,30.00,29.94,10,10,10,17,9,22,0.00,2,,61
2009-1-9,79,72,65,67,65,62,93,80,67,30.02,29.98,29.93,10,10,9,13,5,15,0.00,1,,112
2009-1-10,80,73,66,70,66,62,87,74,60,30.02,29.98,29.94,10,9,2,24,5,30,0.63,3,Rain,193
2009-1-11,78,71,63,67,63,59,93,78,62,30.02,29.98,29.90,10,7,0,30,8,37,2.00,5,Fog-Rain,339
2009-1-12,77,70,63,66,63,60,87,76,64,30.03,29.99,29.94,10,10,10,14,6,16,0.00,2,,55
2009-1-13,80,74,67,68,66,64,93,80,67,30.03,29.98,29.94,10,10,6,14,7,16,0.00,2,,242
2009-1-14,80,74,68,71,68,66,93,84,74,30.02,29.97,29.91,10,9,2,23,8,25,0.16,4,Rain,211
2009-1-15,80,77,74,71,69,67,87,78,69,29.95,29.88,29.83,10,10,6,25,16,30,0.04,4,Rain,238
2009-1-16,79,74,68,72,68,60,93,84,74,29.91,29.80,29.72,10,9,3,29,17,33,0.15,5,Rain,274
2009-1-17,77,69,61,59,53,43,84,57,29,30.06,29.97,29.89,10,10,10,23,10,28,0.00,1,,335
2009-1-18,76,67,58,56,54,51,87,65,43,30.11,30.06,30.02,10,10,10,12,5,15,T,2,Rain,333
2009-1-19,76,68,59,61,58,56,90,70,50,30.12,30.07,30.00,10,10,10,13,5,15,0.00,1,,344
2009-1-20,78,72,65,64,59,53,87,69,50,30.15,30.10,30.04,10,10,10,24,9,28,T,3,Rain,335
2009-1-21,77,71,64,58,55,52,73,60,46,30.18,30.15,30.11,10,10,10,21,9,26,0.00,3,,34
2009-1-22,78,72,65,60,58,55,87,67,47,30.18,30.14,30.10,10,10,8,23,13,30,T,4,Rain,57
2009-1-23,78,74,69,61,59,56,68,61,54,30.17,30.11,30.07,10,10,10,21,12,25,0.00,4,,65
2009-1-24,80,73,66,61,60,58,81,65,48,30.15,30.11,30.05,10,10,10,21,9,25,T,3,,66
2009-1-25,78,73,67,63,60,56,73,63,53,30.16,30.09,30.03,10,10,10,17,8,21,0.00,3,,60
2009-1-26,79,72,65,66,62,58,87,73,58,30.06,29.96,29.90,10,10,8,16,6,20,0.01,4,Rain,279
2009-1-27,71,68,65,63,60,58,87,77,66,29.99,29.95,29.91,10,10,6,17,8,21,T,6,Rain,344
2009-1-28,76,71,66,60,59,57,81,69,57,30.07,30.01,29.97,10,10,9,13,5,16,T,6,Rain,11
2009-1-29,79,73,66,63,62,59,87,73,58,30.10,30.06,30.02,10,10,6,17,8,21,T,4,Rain,18
2009-1-30,82,75,68,63,62,59,78,64,49,30.12,30.09,30.04,10,10,10,17,9,21,0.00,1,,55
2009-1-31,81,75,69,63,61,58,73,61,48,30.11,30.07,30.01,10,10,10,17,9,22,T,3,,72
