CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2012-1-1,44,37,30,36,27,16,87,69,56,30.10,29.84,29.53,10,10,7,26,18,41,0.01,6,Rain-Snow,267
2012-1-2,28,23,17,19,12,5,86,66,51,30.44,30.21,30.07,10,6,1,25,18,34,0.00,7,Snow,310
2012-1-3,26,19,12,14,7,2,71,56,37,30.48,30.34,30.08,10,10,10,18,10,29,0.00,4,,246
2012-1-4,42,34,26,24,20,14,69,59,45,30.09,30.02,29.95,10,10,10,16,9,,0.00,4,,255
2012-1-5,48,38,28,31,27,21,80,62,50,30.07,29.90,29.72,10,10,10,14,7,20,0.00,4,,225
2012-1-6,54,48,42,35,32,27,66,57,47,29.79,29.73,29.68,10,10,10,18,10,24,0.00,7,,247
2012-1-7,43,36,30,27,25,24,79,63,51,30.27,30.06,29.81,10,10,10,15,9,21,0.00,2,,289
2012-1-8,39,33,27,28,26,22,89,73,58,30.38,30.34,30.28,10,10,7,7,1,,0.00,4,,230
2012-1-9,46,37,28,28,27,25,88,69,46,30.28,30.11,29.98,10,9,6,22,9,29,0.00,2,,236
2012-1-10,51,40,30,31,29,25,85,64,44,30.08,29.96,29.79,10,10,10,13,4,20,0.00,0,,198
2012-1-11,51,42,32,32,29,27,89,66,44,29.80,29.63,29.50,10,10,10,12,4,13,0.00,3,,59
2012-1-12,34,26,19,31,24,14,93,87,79,29.59,29.47,29.37,10,3,0,18,9,25,0.05,8,Fog-Snow,283
2012-1-13,22,19,16,14,12,10,81,74,68,30.10,29.86,29.55,10,7,1,21,13,26,T,8,Snow,278
2012-1-14,21,18,14,10,8,7,77,70,60,30.32,30.19,30.11,10,9,5,14,6,17,T,7,Snow,254
2012-1-15,31,22,13,21,15,7,80,70,63,30.42,30.29,30.08,10,10,8,20,9,26,T,4,Snow,172
2012-1-16,44,37,30,40,34,21,92,80,67,30.05,29.80,29.69,10,8,2,18,9,28,0.04,7,Rain,163
2012-1-17,42,30,17,39,26,7,97,82,65,30.29,29.85,29.57,10,5,1,25,14,33,0.07,7,Rain-Snow,326
2012-1-18,26,19,11,18,10,3,77,67,57,30.34,30.18,29.91,10,10,10,20,10,26,0.00,3,,216
2012-1-19,28,17,6,23,6,-12,88,61,39,30.28,30.01,29.80,10,8,1,22,12,28,T,5,Snow,285
2012-1-20,23,15,6,19,10,-13,93,75,41,30.30,30.16,30.06,10,4,0,15,7,20,0.34,7,Fog-Snow,93
2012-1-21,26,21,16,19,16,9,86,79,62,30.30,30.23,30.13,10,7,2,21,8,23,T,6,Snow,38
2012-1-22,43,30,16,43,29,10,100,92,74,30.16,29.81,29.48,10,3,0,21,11,29,0.44,8,Fog-Rain-Thunderstorm,155
2012-1-23,46,38,30,45,35,21,100,89,67,29.96,29.56,29.35,10,8,2,31,18,41,0.25,8,Rain-Snow-Thunderstorm,228
2012-1-24,37,32,26,24,22,20,81,71,59,30.39,30.20,29.93,10,10,7,21,9,28,0.00,6,,273
2012-1-25,34,29,24,29,25,21,88,80,70,30.39,30.26,30.10,8,6,4,10,4,14,0.00,8,,149
2012-1-26,37,35,32,35,32,28,97,89,81,30.07,29.81,29.64,5,3,1,17,5,21,T,8,,13
2012-1-27,43,38,33,31,26,19,92,69,41,30.00,29.87,29.66,10,7,1,17,9,22,0.02,6,Snow,271
2012-1-28,33,30,26,31,22,16,92,72,54,30.15,30.00,29.80,10,8,2,30,16,38,0.03,3,Snow,250
2012-1-29,31,26,21,25,19,13,80,68,53,30.28,30.11,29.96,10,9,2,25,12,31,T,5,Snow,262
2012-1-30,53,38,22,38,27,14,72,64,49,30.27,29.99,29.83,10,10,10,21,12,31,0.00,6,,185
2012-1-31,58,51,43,46,41,35,86,69,57,29.91,29.84,29.78,10,10,10,21,12,30,0.00,4,,217
