HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-2-1,83,73,63,65,61,59,87,67,47,30.14,30.09,30.03,10,10,10,17,8,25,0.00,1,,36
2011-2-2,82,75,67,67,64,63,93,76,58,30.09,30.05,29.99,10,10,10,15,5,18,0.00,2,,7
2011-2-3,81,74,66,65,63,62,93,74,54,30.07,30.03,29.96,10,10,10,17,5,22,0.00,2,,93
2011-2-4,80,73,65,65,63,59,87,73,58,30.08,30.04,29.98,10,10,10,10,5,15,T,1,,270
2011-2-5,80,73,65,67,62,57,81,68,54,30.06,30.01,29.94,10,10,10,12,5,16,0.00,1,,123
2011-2-6,79,75,71,71,69,66,93,84,74,30.04,29.97,29.91,10,8,2,23,12,35,0.08,6,Rain,190
2011-2-7,81,75,69,70,68,67,97,82,67,30.05,30.01,29.97,10,10,8,15,4,17,0.05,5,Rain,11
2011-2-8,82,76,69,69,65,62,97,76,54,30.04,30.00,29.94,10,10,10,17,7,25,0.00,2,,46
2011-2-9,79,73,67,67,65,63,87,73,58,30.01,29.97,29.92,10,10,10,16,6,20,0.00,3,,108
2011-2-10,79,75,71,72,69,66,93,84,74,29.98,29.95,29.91,10,9,5,14,5,17,0.03,5,Rain,211
2011-2-11,78,74,70,71,68,66,97,86,74,30.00,29.95,29.91,10,10,5,15,5,18,0.18,5,Rain,340
2011-2-12,81,75,68,69,67,65,90,79,67,30.01,29.96,29.90,10,10,10,14,4,18,0.00,3,,35
2011-2-13,80,74,68,71,68,65,93,84,74,30.04,29.99,29.94,10,10,7,12,3,15,T,3,Rain,138
2011-2-14,80,76,71,70,68,64,93,82,71,30.08,30.04,29.99,10,10,10,10,4,15,0.00,2,,67
2011-2-15,81,75,68,68,66,65,90,76,62,30.10,30.05,30.00,10,10,8,10,4,15,0.00,3,,91
2011-2-16,82,78,74,70,67,65,82,70,58,30.09,30.04,30.00,10,10,7,15,7,18,0.01,4,Rain,92
2011-2-17,81,77,72,72,70,68,93,81,69,30.08,30.04,29.99,10,10,10,10,4,14,0.00,4,,174
2011-2-18,82,78,73,70,69,68,84,76,67,30.08,30.04,29.99,10,10,10,13,7,16,T,4,,218
2011-2-19,80,75,69,70,68,63,93,80,67,30.06,30.01,29.96,10,10,7,13,5,15,T,4,Rain,347
2011-2-20,82,77,72,70,68,64,93,76,58,30.04,29.99,29.94,10,10,10,16,6,18,T,5,,118
2011-2-21,83,77,70,69,67,65,90,73,55,30.08,30.01,29.96,10,10,7,25,5,32,0.04,5,Rain-Thunderstorm,52
2011-2-22,85,78,70,68,66,63,84,66,48,30.06,30.01,29.97,10,10,10,14,6,20,0.00,3,,39
2011-2-23,81,76,71,66,65,62,84,69,54,30.02,29.98,29.93,10,10,10,15,6,18,0.00,3,Thunderstorm,98
2011-2-24,80,75,69,66,64,61,90,72,54,29.99,29.95,29.88,10,10,6,16,6,18,0.08,3,Rain,25
2011-2-25,82,75,67,66,64,61,93,74,54,30.06,29.99,29.93,10,10,10,14,5,18,0.00,2,,87
2011-2-26,85,77,69,69,67,65,84,71,58,30.06,30.03,29.97,10,10,10,17,5,21,0.00,2,,271
2011-2-27,81,75,69,69,66,64,90,74,58,30.04,30.00,29.94,10,10,10,12,6,15,0.00,2,,312
2011-2-28,80,74,68,67,64,62,84,71,58,30.01,29.96,29.92,10,10,10,14,6,17,T,2,Rain,337
