MDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2011-6-1,78,67,56,34,27,20,36,26,15,29.84,29.72,29.57,10,10,10,24,12,31,0.00,4,,160
2011-6-2,65,57,48,41,31,19,71,44,16,29.99,29.85,29.61,10,10,10,21,13,26,0.00,4,,323
2011-6-3,64,53,42,40,35,32,76,54,32,30.09,30.04,29.99,10,10,10,16,5,18,0.00,5,,334
2011-6-4,77,61,44,51,41,35,76,54,31,30.02,29.99,29.95,10,10,10,13,6,15,0.00,5,,67
2011-6-5,87,68,49,43,35,26,68,41,13,30.07,29.88,29.74,10,10,10,23,11,30,0.00,1,,160
2011-6-6,83,69,55,41,34,22,47,32,17,29.79,29.67,29.50,10,10,6,36,13,49,T,4,,187
2011-6-7,72,60,47,45,41,39,77,57,37,29.90,29.86,29.82,10,10,10,17,7,21,0.00,2,,355
2011-6-8,73,62,50,50,45,37,83,58,33,30.00,29.83,29.73,10,10,4,20,5,28,T,5,Rain-Thunderstorm,318
2011-6-9,66,57,47,49,41,34,83,60,37,30.04,29.98,29.88,10,10,10,30,9,36,T,2,Rain,348
2011-6-10,76,60,44,47,39,29,76,48,20,30.04,29.92,29.79,10,10,10,16,6,22,0.00,2,Rain-Thunderstorm,163
2011-6-11,76,66,55,53,47,39,69,51,33,29.77,29.71,29.62,10,10,10,17,6,21,T,6,,326
2011-6-12,76,66,56,53,49,46,72,57,41,29.82,29.76,29.67,10,10,10,20,7,25,T,6,,298
2011-6-13,77,66,54,54,47,42,72,53,33,30.03,29.88,29.77,10,10,10,21,7,25,T,5,Thunderstorm,132
2011-6-14,77,66,54,55,48,42,93,62,31,30.22,30.10,29.95,10,10,10,9,5,16,0.10,3,Thunderstorm,54
2011-6-15,85,70,54,52,45,40,67,45,22,29.97,29.77,29.58,10,10,10,14,7,18,0.00,2,,40
2011-6-16,72,64,55,46,39,33,62,43,24,29.88,29.72,29.64,10,10,10,24,12,30,0.00,6,Rain,337
2011-6-17,72,58,44,41,30,23,63,41,19,29.93,29.88,29.83,10,10,10,13,6,16,0.00,4,,326
2011-6-18,81,66,50,46,35,27,56,37,17,29.85,29.75,29.60,10,10,10,14,6,20,0.00,5,,162
2011-6-19,62,56,50,52,50,46,96,74,52,29.86,29.77,29.62,10,7,2,18,8,33,1.09,8,Rain-Thunderstorm,335
2011-6-20,72,61,49,50,46,40,93,67,40,30.02,29.93,29.87,10,10,10,14,6,20,0.00,2,,116
2011-6-21,80,66,52,47,43,38,77,51,25,30.09,29.96,29.92,10,10,10,12,7,16,0.00,1,,137
2011-6-22,90,73,56,49,44,39,66,44,21,30.07,29.91,29.73,10,10,10,12,7,22,0.00,2,,157
2011-6-23,91,79,66,52,47,39,52,37,21,29.88,29.68,29.60,10,10,10,17,9,21,0.00,4,Rain-Thunderstorm,81
2011-6-24,85,73,61,58,49,44,65,45,25,29.84,29.70,29.63,10,10,10,13,5,17,0.00,1,,318
2011-6-25,84,72,59,57,51,47,73,52,31,29.90,29.70,29.62,10,10,10,15,5,20,0.00,1,,334
2011-6-26,82,71,59,55,46,33,72,47,21,30.00,29.79,29.66,10,10,10,15,6,20,0.00,1,,333
2011-6-27,90,73,55,63,45,37,69,43,17,29.96,29.81,29.70,10,10,10,13,3,16,0.00,0,,241
2011-6-28,97,83,68,45,35,27,40,26,12,29.88,29.71,29.57,10,10,9,32,16,41,0.00,2,Thunderstorm,160
2011-6-29,94,83,71,51,43,36,33,25,17,29.81,29.65,29.52,10,9,5,43,11,60,T,5,Rain-Thunderstorm,169
2011-6-30,83,72,60,55,48,41,67,47,26,29.87,29.76,29.60,10,10,10,16,7,24,T,4,,330
