MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2010-12-1,72,56,40,23,17,8,45,27,9,30.25,30.11,30.00,10,10,10,8,1,15,0.00,1,,286
2010-12-2,76,61,45,28,20,11,42,25,8,30.13,30.05,29.99,10,10,10,10,3,13,0.00,2,,106
2010-12-3,75,62,48,32,22,15,38,25,11,30.06,30.00,29.94,10,10,10,12,3,14,0.00,5,,98
2010-12-4,73,60,47,28,22,14,49,30,11,30.06,30.02,29.98,10,10,10,10,3,13,0.00,5,,113
2010-12-5,78,63,48,33,28,18,50,31,11,30.11,30.06,30.04,10,10,10,8,3,9,0.00,5,,108
2010-12-6,78,65,52,30,25,17,38,25,11,30.14,30.07,30.03,10,10,10,9,4,13,0.00,5,,261
2010-12-7,77,63,49,33,28,21,50,33,15,30.17,30.11,30.07,10,10,10,9,3,18,0.00,1,,264
2010-12-8,80,64,48,31,24,15,46,28,9,30.18,30.09,30.01,10,10,9,10,3,14,0.00,3,,111
2010-12-9,76,63,50,31,25,19,41,27,12,30.09,30.02,29.96,10,10,10,9,2,14,0.00,3,,100
2010-12-10,74,63,51,34,29,23,45,31,16,30.08,30.02,29.97,10,10,8,10,4,10,0.00,4,,112
2010-12-11,76,62,48,37,33,29,52,36,19,30.11,30.05,30.00,10,10,10,10,3,12,0.00,3,,97
2010-12-12,79,65,50,37,33,29,54,36,17,30.19,30.11,30.05,10,10,10,8,2,14,0.00,2,,4
2010-12-13,82,68,54,37,31,26,47,31,14,30.09,29.98,29.89,10,10,10,10,3,16,0.00,0,,108
2010-12-14,78,65,51,35,30,26,47,31,15,29.97,29.88,29.80,10,10,9,10,4,20,0.00,1,,114
2010-12-15,72,61,49,43,35,28,51,37,23,29.84,29.80,29.77,10,10,10,14,6,16,0.00,5,,106
2010-12-16,60,57,54,55,49,43,93,72,51,29.91,29.84,29.79,10,10,8,14,4,16,0.10,7,Rain,122
2010-12-17,62,56,50,52,48,44,96,76,55,30.03,29.98,29.91,10,9,5,6,3,9,0.00,6,,102
2010-12-18,70,62,54,49,46,44,77,60,42,30.04,29.98,29.95,10,10,10,9,4,13,0.00,6,,100
2010-12-19,75,66,56,48,46,42,72,52,31,29.96,29.88,29.80,10,10,10,12,5,15,0.00,6,,127
2010-12-20,71,63,54,48,44,40,77,55,33,29.90,29.84,29.81,10,10,10,10,5,14,0.00,7,,99
2010-12-21,66,62,57,51,46,41,72,60,48,30.00,29.95,29.87,10,10,10,12,5,18,0.01,8,Rain,93
2010-12-22,75,64,52,56,49,40,87,58,29,29.97,29.90,29.81,10,9,3,30,8,41,0.27,7,Rain-Thunderstorm,128
2010-12-23,61,56,50,50,46,42,89,70,51,30.14,30.08,29.96,10,10,7,22,5,26,T,4,Rain,259
2010-12-24,68,57,45,46,44,41,93,67,40,30.21,30.12,30.08,10,10,10,8,3,10,0.00,2,,254
2010-12-25,76,62,48,43,35,30,74,47,19,30.09,30.02,29.97,10,10,9,16,8,21,0.00,2,,90
2010-12-26,66,58,50,45,38,31,71,51,30,30.06,30.01,29.94,10,10,10,17,7,21,0.00,5,,230
2010-12-27,67,58,48,44,42,38,80,59,37,30.08,30.02,29.96,10,10,10,10,2,13,0.00,5,,284
2010-12-28,65,56,46,41,37,30,76,52,28,30.06,29.98,29.91,10,10,10,8,3,14,0.00,1,,112
2010-12-29,54,51,47,47,42,37,93,74,54,29.90,29.72,29.52,10,9,7,17,8,22,0.47,7,Rain,116
2010-12-30,53,46,38,47,27,0,83,48,13,29.84,29.61,29.42,10,10,2,36,16,49,0.22,5,Rain,255
2010-12-31,48,40,32,25,17,5,72,46,19,30.20,30.00,29.85,10,10,10,23,7,29,0.00,3,,33
